"id","invoice_id","branch","city","customer_type","gender","product_line","unit_price","quantity","tax_5_percent","total","date","time","payment","cogs","gross_income","rating","product"
1612,"598-06-7312",B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,"09/16/2022","15:42",Cash,91.35,4.5675,6.8,
1613,"273-84-2164",C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,"09/16/2022","15:53",Ewallet,60.25,3.0125,5.5,
1614,"587-03-7455",C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,"09/16/2022","17:30",Ewallet,684.53,34.2265,4.9,
1615,"133-77-3154",B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.756,"09/16/2022","18:04",Credit card,240.72,12.036,9.4,
1616,"612-36-5536",A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,"09/17/2022","11:12",Credit card,647.68,32.384,7.4,
1617,"636-48-8204",A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,"09/17/2022","11:15",Ewallet,172.8,8.64,9.9,
1618,"788-21-5741",A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,"09/17/2022","13:34",Credit card,136.14,6.807,7.2,
1619,"590-83-4591",B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.935,"09/17/2022","14:40",Credit card,524.7,26.235,8.8,
1620,"785-96-0615",B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,"09/17/2022","15:28",Ewallet,285.92,14.296,4.9,
1621,"131-70-8179",A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,"09/17/2022","16:27",Cash,276.27,13.8135,4.2,
1622,"201-63-8275",C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,"09/17/2022","16:50",Ewallet,475.93,23.7965,5.7,
1623,"803-17-8013",A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,"09/17/2022","17:09",Cash,710.32,35.516,4.1,
1624,"634-97-8956",A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,"09/17/2022","17:27",Credit card,98.7,4.935,9.1,
1625,"389-25-3394",C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,"09/17/2022","18:06",Cash,59.05,2.9525,9.4,
1626,"123-35-4896",C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.937,"09/17/2022","19:11",Ewallet,419.94,20.997,5.3,
1627,"827-77-7633",A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,"09/17/2022","19:41",Cash,882.81,44.1405,9.3,
1628,"420-11-4919",C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,"09/17/2022","19:57",Credit card,356.95,17.8475,5.5,
1629,"652-49-6720",C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,"09/18/2022","11:40",Ewallet,60.95,3.0475,5.9,
1630,"849-09-3807",A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,"09/18/2022","13:28",Cash,618.38,30.919,6.6,
1631,"764-44-8999",B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,"09/18/2022","14:42",Ewallet,29.52,1.476,4.3,
1632,"354-39-5160",A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,"09/18/2022","15:39",Cash,206.52,10.326,9.8,
1633,"787-15-1757",C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,"09/18/2022","16:28",Ewallet,176.28,8.814,8.4,
1634,"597-78-7908",C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,"09/18/2022","19:39",Cash,270.66,13.533,6.2,
1635,"278-97-7759",A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,"09/18/2022","20:29",Cash,62.48,3.124,4.7,
1636,"409-33-9708",A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,"09/19/2022","10:12",Ewallet,196.96,9.848,9.2,
1637,"886-77-9084",C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,"09/19/2022","11:33",Ewallet,575.12,28.756,5.5,
1638,"449-16-6770",A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,"09/19/2022","14:53",Credit card,253.95,12.6975,5.3,
1639,"384-59-6655",A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,"09/19/2022","15:07",Cash,887.94,44.397,8.4,
1640,"183-21-3799",C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,"09/19/2022","15:14",Ewallet,698.67,34.9335,7.2,
1641,"272-27-9238",C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,"09/19/2022","16:23",Cash,164.96,8.248,7.1,
1642,"629-42-4133",C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,"09/19/2022","19:24",Cash,174.4,8.72,8.3,
1643,"752-23-3760",B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.988,"09/19/2022","19:29",Credit card,448.56,22.428,7.3,
1644,"868-06-0466",A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.531,"09/19/2022","19:38",Credit card,626.22,31.311,7.8,
1645,"779-42-2410",B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.881,"09/20/2022","13:06",Ewallet,173.22,8.661,7.7,
1646,"848-95-6252",C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,"09/20/2022","13:24",Ewallet,86.27,4.3135,7,
1647,"692-92-5582",B,Mandalay,Member,Female,Food and beverages,54.84,3,8.226,172.746,"09/20/2022","13:27",Credit card,164.52,8.226,5.9,
1648,"311-13-6971",B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,"09/20/2022","15:18",Credit card,319.9,15.995,9.9,
1649,"548-46-9322",B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,"09/20/2022","15:24",Credit card,399,19.95,5.9,
1650,"546-80-2899",A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,"09/20/2022","15:29",Ewallet,75.38,3.769,9.5,
1651,"782-95-9291",A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,"09/20/2022","15:55",Credit card,461.45,23.0725,9,
1652,"725-56-0833",A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,"09/20/2022","16:49",Credit card,323.2,16.16,10,
1653,"498-41-1961",B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,"09/20/2022","18:01",Cash,333.4,16.67,7.6,
1654,"458-61-0011",B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,"09/20/2022","18:43",Cash,241.2,12.06,5.8,
1655,"389-70-2397",C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,"09/21/2022","10:26",Cash,418.3,20.915,7.2,
1656,"714-02-3114",C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,"09/21/2022","11:39",Cash,197.6,9.88,7.7,
1657,"279-62-1445",C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,"09/21/2022","12:38",Cash,12.54,0.627,8.2,
1658,"503-21-4385",B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,"09/21/2022","12:40",Ewallet,119.73,5.9865,9.3,
1659,"319-74-2561",A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,"09/21/2022","16:55",Cash,283.92,14.196,5.5,
1660,"269-04-5750",B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,"09/21/2022","18:31",Cash,295.28,14.764,6.7,
1661,"488-25-4221",C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,"09/22/2022","10:36",Credit card,30.41,1.5205,8.4,
1662,"831-64-0259",B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,"09/22/2022","10:43",Ewallet,198.75,9.9375,9.6,
1663,"582-52-8065",B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,"09/22/2022","10:49",Cash,488.79,24.4395,8.9,
1664,"777-67-2495",B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,"09/22/2022","11:26",Ewallet,206.91,10.3455,8.7,
1665,"838-02-1821",C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,"09/22/2022","12:10",Credit card,25.46,1.273,5.2,
1666,"807-14-7833",A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,"09/22/2022","12:30",Ewallet,174.2,8.71,7,
1667,"864-24-7918",A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,"09/22/2022","15:15",Cash,244.9,12.245,8.1,
1668,"347-56-2442",A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,"09/22/2022","15:33",Cash,65.82,3.291,4.1,
1669,"743-88-1662",C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,"09/22/2022","18:17",Ewallet,668.43,33.4215,8.7,
1670,"837-55-7229",B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,"09/22/2022","18:19",Credit card,47.44,2.372,6.8,
1671,"690-01-6631",B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,"09/22/2022","18:35",Ewallet,174.9,8.745,6.6,
1672,"831-81-6575",B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,"09/23/2022","11:12",Cash,680.31,34.0155,8,
1673,"396-90-2219",B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,"09/23/2022","12:29",Cash,119.68,5.984,8.6,
1674,"729-46-7422",C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,"09/23/2022","16:52",Credit card,35.89,1.7945,7.9,
1675,"274-05-5470",A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,"09/23/2022","18:30",Cash,293.88,14.694,6,
1676,"787-56-0757",C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,"09/23/2022","18:45",Credit card,321.44,16.072,8.3,
1677,"503-07-0930",C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,"09/23/2022","19:49",Credit card,408.73,20.4365,8.2,
1678,"695-09-5146",B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,"09/23/2022","20:00",Ewallet,296.37,14.8185,6.4,
1679,"190-14-3147",B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,"09/23/2022","20:43",Ewallet,71.88,3.594,6.4,
1680,"186-43-8965",A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,"09/24/2022","10:10",Credit card,95.36,4.768,4.1,
1681,"803-83-5989",C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,"09/24/2022","10:55",Ewallet,334.38,16.719,7,
1682,"315-22-5665",C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,36.78,772.38,"09/24/2022","11:38",Ewallet,735.6,36.78,8,
1683,"692-27-8933",B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,"09/24/2022","13:02",Cash,347.7,17.385,5.2,
1684,"516-77-6464",C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,"09/24/2022","13:08",Ewallet,50.8,2.54,4.1,
1685,"365-16-4334",B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,"09/24/2022","14:26",Ewallet,211.44,10.572,8.9,
1686,"740-11-5257",C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,"09/24/2022","16:44",Cash,247.4,12.37,7.1,
1687,"380-60-5336",A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,"09/24/2022","18:06",Credit card,402.6,20.13,5,
1688,"242-11-3142",B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,"09/24/2022","19:57",Cash,167.54,8.377,4.6,
1689,"300-71-4605",C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,"09/25/2022","11:24",Ewallet,430.2,21.51,4.8,
1690,"866-70-2814",B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,"09/25/2022","11:58",Ewallet,527.9,26.395,10,
1691,"574-80-1489",B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,"09/25/2022","13:22",Ewallet,251.4,12.57,8.7,
1692,"505-02-0892",B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,"09/25/2022","14:12",Ewallet,340.56,17.028,5.6,
1693,"355-53-5943",A,Yangon,Member,Female,Electronic accessories,68.84,6,20.652,433.692,"09/25/2022","14:36",Ewallet,413.04,20.652,5.8,
1694,"735-06-4124",C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,"09/25/2022","15:31",Cash,48.61,2.4305,4.4,
1695,"719-89-8991",A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,"09/25/2022","16:03",Ewallet,457.05,22.8525,7.1,
1696,"511-54-3087",B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,"09/25/2022","16:36",Credit card,88.45,4.4225,9.5,
1697,"308-81-0538",A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,"09/25/2022","17:16",Credit card,292.2,14.61,4.9,
1698,"834-83-1826",B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,"09/25/2022","17:16",Credit card,410.2,20.51,7.6,
1699,"636-17-0325",B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,262.794,"09/25/2022","18:37",Cash,250.28,12.514,9.5,
1700,"459-45-2396",A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,"09/25/2022","18:45",Cash,298.8,14.94,5.8,
1701,"871-79-8483",B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,"09/25/2022","19:39",Credit card,470.65,23.5325,4.8,
1702,"608-05-3804",B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,"09/25/2022","20:19",Cash,39.75,1.9875,6.1,
1703,"502-05-1910",A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,"09/25/2022","20:35",Credit card,195.54,9.777,6.3,
1704,"466-61-5506",B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,"09/26/2022","10:52",Cash,544.2,27.21,5.3,
1705,"437-53-3084",B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,"09/26/2022","11:48",Ewallet,199.78,9.989,7.1,
1706,"707-32-7409",B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.268,"09/26/2022","11:58",Ewallet,382.16,19.108,4.5,
1707,"702-72-0487",A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,"09/26/2022","12:28",Credit card,93.22,4.661,6.6,
1708,"518-71-6847",B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,"09/26/2022","15:10",Ewallet,159.6,7.98,4.9,
1709,"477-24-6490",B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,"09/26/2022","16:52",Ewallet,598.26,29.913,7.9,
1710,"491-38-3499",A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,"09/26/2022","17:46",Credit card,55.45,2.7725,4.9,
1711,"154-74-7179",B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,"09/26/2022","19:24",Ewallet,54.45,2.7225,7.9,
1712,"649-11-3678",C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,"09/26/2022","20:26",Cash,206.37,10.3185,5.5,
1713,"250-81-7186",C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,"09/27/2022","10:23",Credit card,99.69,4.9845,8,
1714,"400-45-1220",B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,"09/27/2022","11:06",Credit card,135,6.75,4.8,
1715,"243-55-8457",A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,"09/27/2022","11:40",Ewallet,744.4,37.22,5.1,
1716,"105-10-6182",A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108,"09/27/2022","12:22",Ewallet,42.96,2.148,6.6,
1717,"263-12-5321",A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,"09/27/2022","12:52",Credit card,648.2,32.41,9.3,
1718,"605-72-4132",C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,"09/27/2022","15:12",Cash,755.76,37.788,9.1,
1719,"135-84-8019",A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,"09/27/2022","16:10",Ewallet,701.37,35.0685,7.6,
1720,"370-41-7321",B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,535.7205,"09/27/2022","17:24",Credit card,510.21,25.5105,8.4,
1721,"741-73-3559",B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,"09/27/2022","17:27",Cash,336.35,16.8175,6.9,
1722,"665-63-9737",B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,"09/27/2022","17:36",Ewallet,157.26,7.863,7.5,
1723,"318-68-5053",B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.097,485.037,"09/27/2022","17:55",Cash,461.94,23.097,6.1,
1724,"250-17-5703",A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,"09/27/2022","18:24",Ewallet,188.5,9.425,5.6,
1725,"191-29-0321",B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,"09/27/2022","18:57",Credit card,197.7,9.885,5,
1726,"759-98-4285",C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,"09/27/2022","19:01",Credit card,601.09,30.0545,8,
1727,"709-58-4068",B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,"09/28/2022","14:42",Cash,410.9,20.545,7.3,
1728,"291-59-1384",B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,"09/28/2022","17:38",Cash,60.3,3.015,6,
1729,"142-72-4741",C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,"09/28/2022","18:37",Credit card,186.4,9.32,6,
1730,"399-46-5918",C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,"09/28/2022","19:01",Cash,687.84,34.392,8.2,
1731,"635-28-5728",A,Yangon,Normal,Male,Health and beauty,56,3,8.4,176.4,"09/28/2022","19:33",Ewallet,168,8.4,4.8,
1732,"786-94-2700",A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,"09/28/2022","20:18",Cash,483.72,24.186,9.1,
1733,"811-03-8790",A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,"10/01/2022","10:22",Credit card,454.8,22.74,4.8,
1734,"470-31-3286",B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.683,"10/01/2022","11:30",Credit card,44.46,2.223,8.7,
1735,"207-73-1363",B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.971,"10/01/2022","12:15",Ewallet,139.02,6.951,8.1,
1736,"189-98-2939",C,Naypyitaw,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2975,"10/01/2022","13:22",Cash,706.95,35.3475,7.2,
1737,"153-58-4872",C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,"10/01/2022","15:32",Ewallet,299.56,14.978,4.2,
1738,"453-63-6187",B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,"10/01/2022","15:40",Ewallet,82.5,4.125,6.5,
1739,"247-11-2470",A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.744,"10/01/2022","16:23",Credit card,89.28,4.464,4.4,
1740,"220-28-1851",A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,"10/01/2022","18:14",Ewallet,69.46,3.473,9.7,
1741,"339-96-8318",B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,"10/01/2022","19:49",Ewallet,569.17,28.4585,6.3,
1742,"238-45-6950",B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,56.406,"10/01/2022","20:03",Ewallet,53.72,2.686,6.4,
1743,"878-30-2331",C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,"10/02/2022","11:22",Credit card,545.5,27.275,7.1,
1744,"636-98-3364",B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.719,"10/02/2022","12:36",Ewallet,78.78,3.939,6.3,
1745,"640-48-5028",B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,"10/02/2022","12:40",Cash,795.51,39.7755,6.3,
1746,"225-98-1496",C,Naypyitaw,Normal,Female,Fashion accessories,27.02,3,4.053,85.113,"10/02/2022","13:01",Credit card,81.06,4.053,7.1,
1747,"576-31-4774",B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,"10/02/2022","13:10",Ewallet,220.23,11.0115,4,
1748,"725-54-0677",C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,"10/02/2022","13:50",Cash,599.2,29.96,5.3,
1749,"565-67-6697",B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255.15,"10/02/2022","14:16",Cash,243,12.15,4.8,
1750,"860-73-6466",A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,"10/02/2022","16:16",Credit card,78.94,3.947,5,
1751,"607-76-6216",C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,"10/02/2022","16:35",Credit card,462.45,23.1225,8.6,
1752,"408-26-9866",C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,"10/02/2022","16:42",Ewallet,517.86,25.893,4.1,
1753,"303-96-2227",B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,"10/02/2022","17:16",Ewallet,973.8,48.69,4.4,
1754,"549-59-1358",A,Yangon,Member,Male,Sports and travel,88.63,3,13.2945,279.1845,"10/02/2022","17:36",Ewallet,265.89,13.2945,6,
1755,"720-72-2436",A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,"10/02/2022","18:14",Ewallet,266.08,13.304,6.9,
1756,"172-42-8274",B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,"10/02/2022","18:18",Credit card,76.54,3.827,5.8,
1757,"346-84-3103",B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,"10/02/2022","19:26",Cash,66.1,3.305,4.3,
1758,"825-94-5922",B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,"10/02/2022","19:26",Ewallet,50.62,2.531,7.2,
1759,"817-69-8206",B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,"10/02/2022","19:42",Credit card,897.57,44.8785,6.5,
1760,"883-17-4236",C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,"10/02/2022","19:44",Credit card,28.78,1.439,7.2,
1761,"302-15-2162",C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.139,"10/03/2022","10:54",Credit card,279.18,13.959,4.3,
1762,"234-03-4040",B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,"10/03/2022","12:25",Credit card,730.5,36.525,8.7,
1763,"777-82-7220",B,Mandalay,Member,Male,Home and lifestyle,30.12,8,12.048,253.008,"10/03/2022","13:01",Cash,240.96,12.048,7.7,
1764,"631-41-3108",A,Yangon,Normal,Male,Home and lifestyle,46.33,7,16.2155,340.5255,"10/03/2022","13:23",Credit card,324.31,16.2155,7.4,
1765,"211-05-0490",C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,"10/03/2022","13:42",Cash,259.6,12.98,7.5,
1766,"861-77-0145",C,Naypyitaw,Member,Male,Electronic accessories,81.97,10,40.985,860.685,"10/03/2022","14:30",Cash,819.7,40.985,9.2,
1767,"568-88-3448",A,Yangon,Normal,Male,Health and beauty,25,1,1.25,26.25,"10/03/2022","15:09",Ewallet,25,1.25,5.5,
1768,"175-54-2529",A,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,"10/03/2022","17:01",Credit card,177.36,8.868,9.6,
1769,"468-99-7231",C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,"10/03/2022","17:36",Cash,352.08,17.604,8.8,
1770,"305-14-0245",B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,"10/03/2022","19:00",Ewallet,755.92,37.796,7.5,
1771,"733-33-4967",C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,"10/03/2022","19:17",Cash,166.8,8.34,6.3,
1772,"324-41-6833",C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,"10/03/2022","19:30",Ewallet,241.6,12.08,5.1,
1773,"651-96-5970",A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,"10/03/2022","20:06",Credit card,46.41,2.3205,4,
1774,"610-46-4100",A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,"10/03/2022","20:31",Credit card,202.65,10.1325,6,
1775,"276-75-6884",A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,"10/04/2022","10:05",Cash,206.13,10.3065,8.7,
1776,"221-25-5073",A,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.572,"10/04/2022","10:39",Cash,298.64,14.932,8.5,
1777,"586-25-0848",A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,"10/04/2022","11:19",Credit card,86.38,4.319,6.7,
1778,"759-29-9521",A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,462.672,"10/04/2022","11:27",Cash,440.64,22.032,8,
1779,"227-50-3718",A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,"10/04/2022","12:23",Cash,73.1,3.655,4.4,
1780,"689-05-1884",A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,"10/04/2022","12:44",Cash,486.3,24.315,8.8,
1781,"667-92-0055",A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,"10/04/2022","15:02",Ewallet,598.98,29.949,8.5,
1782,"558-60-5016",A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,"10/04/2022","15:27",Ewallet,299.7,14.985,7.2,
1783,"320-49-6392",C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,"10/04/2022","15:44",Cash,30.24,1.512,8.4,
1784,"346-12-3257",B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,"10/04/2022","16:28",Cash,173.16,8.658,8,
1785,"256-08-8343",A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,"10/04/2022","19:48",Ewallet,226.12,11.306,5.5,
1786,"228-96-1411",C,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,"10/04/2022","20:39",Cash,789.6,39.48,7.6,
1787,"371-85-5789",B,Mandalay,Normal,Male,Health and beauty,87.98,3,13.197,277.137,"10/05/2022","10:40",Ewallet,263.94,13.197,5.1,
1788,"291-32-1427",B,Mandalay,Member,Male,Fashion accessories,21.94,5,5.485,115.185,"10/05/2022","12:29",Ewallet,109.7,5.485,5.3,
1789,"793-10-3222",B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,"10/05/2022","13:30",Credit card,246.36,12.318,8.3,
